source,sink,probability
2277286,4720940,0
2277286,3271484,1
4855583,4160587,0
4855583,1612576,1
3566847,54619,0
3566847,3891378,1
4441833,3778890,0
4441833,3886460,1
680923,1426729,0
680923,3124755,1
1442264,2928183,0
1442264,2262714,1
3639542,397471,0
3639542,2760277,1
772852,255271,0
772852,1539646,1
1945987,1722056,0
1945987,484700,1
4283654,3130237,0
4283654,3121433,1
4112854,664992,0
4112854,2433251,1
1187534,2007077,0
1187534,1810024,1
1422030,2863756,0
1422030,2806428,1
3867774,3427783,0
3867774,3198370,1
2467847,2593354,0
2467847,165256,1
4471842,1943784,0
4471842,1223667,1
3572228,1114676,0
3572228,2865064,1
3453581,1269735,0
3453581,199471,1
2172559,2310772,0
2172559,3646574,1
2183670,4045319,0
2183670,1627800,1
3003173,1664282,0
3003173,1220149,1
3378842,365990,0
3378842,2447999,1
203540,3473649,0
203540,3112825,1
1847871,508001,0
1847871,1866569,1
3277922,4572634,0
3277922,1809926,1
4863816,3204163,0
4863816,1497278,1
4688571,961633,0
4688571,714685,1
2283171,1400014,0
2283171,1550920,1
1614034,3017884,0
1614034,4493181,1
1762768,611953,0
1762768,2186838,1
3889529,3721018,0
3889529,2572933,1
73621,3801701,0
73621,639998,1
1441303,141195,0
1441303,1535661,1
3198742,82220,0
3198742,2316324,1
907760,4029707,0
907760,1748831,1
950596,3928655,0
950596,1403952,1
2875462,97294,0
2875462,4797076,1
1669303,3862937,0
1669303,4236270,1
950702,1795105,0
950702,294336,1
1239708,158254,0
1239708,1816740,1
4021033,4035087,0
4021033,2090164,1
3879351,4494217,0
3879351,2962391,1
887005,1877303,0
887005,4711523,1
1939986,1334842,0
1939986,4520306,1
4526703,3513020,0
4526703,3527550,1
1196347,3092258,0
1196347,1939986,1
3157146,1350106,0
3157146,164376,1
201684,1797008,0
201684,4157653,1
841970,3289981,0
841970,4848911,1
723133,3592284,0
723133,3162023,1
1251869,1400466,0
1251869,1214012,1
2586853,2702690,0
2586853,4135599,1
484303,2145845,0
484303,3416347,1
1531583,1586936,0
1531583,4004667,1
3163452,2994951,0
3163452,550977,1
689973,545161,0
689973,2871290,1
3305012,3052499,0
3305012,3026066,1
1423674,3061017,0
1423674,4672718,1
2677761,135322,0
2677761,3288377,1
2445364,1844468,0
2445364,1519201,1
662696,2683184,0
662696,2566129,1
4370819,548374,0
4370819,1948178,1
2997653,4528972,0
2997653,2426698,1
3583268,4142917,0
3583268,3771263,1
4719196,4556218,0
4719196,4159119,1
4106313,18327,0
4106313,4362560,1
4866251,27908,0
4866251,3482995,1
1992385,4331789,0
1992385,1315483,1
1472300,1502874,0
1472300,225296,1
3021879,2762150,0
3021879,2811934,1
2525728,2349440,0
2525728,4253413,1
4331180,2991707,0
4331180,488614,1
4290840,2615414,0
4290840,2851884,1
3768919,2840659,0
3768919,1766940,1
4775841,601222,0
4775841,4841158,1
4565457,2616453,0
4565457,3014148,1
1749840,16335,0
1749840,3528442,1
4697417,4561451,0
4697417,3093916,1
2743250,533417,0
2743250,277100,1
1713747,1878101,0
1713747,2567324,1
3173085,1098337,0
3173085,165256,1
1281620,913608,0
1281620,3040903,1
1647548,2499899,0
1647548,896299,1
3864556,224642,0
3864556,4415991,1
4519814,3096657,0
4519814,2900987,1
3804963,4388204,0
3804963,1013164,1
3380947,1453631,0
3380947,595290,1
196521,3996918,0
196521,462205,1
3032276,2068939,0
3032276,3946848,1
2060048,4204670,0
2060048,2511992,1
513747,2723646,0
513747,2794354,1
41064,829900,0
41064,4603412,1
4160676,2587891,0
4160676,4445403,1
2769866,2323368,0
2769866,4713062,1
743326,1237327,0
743326,511414,1
4344667,4148399,0
4344667,2399134,1
2237447,705071,0
2237447,881575,1
1745499,1930482,0
1745499,2517627,1
2339782,1174042,0
2339782,1448121,1
1646004,4252701,0
1646004,3488077,1
3903781,427806,0
3903781,2603372,1
2829662,3584812,0
2829662,3305012,1
489899,1049860,0
489899,2442158,1
3515797,369091,0
3515797,447107,1
3500268,1556416,0
3500268,3835092,1
2635844,4620586,0
2635844,2555367,1
1563928,40395,0
1563928,4244398,1
722158,1341236,0
722158,2039022,1
3731301,1048852,0
3731301,1115885,1
3133475,2535183,0
3133475,2792208,1
807276,3418511,0
807276,2366122,1
1247786,3566050,0
1247786,4747703,1
3246688,5270,0
3246688,2994541,1
3597029,91002,0
3597029,843999,1
414356,3882088,0
414356,3581291,1
2024200,3505371,0
2024200,423813,1
3124755,4399689,0
3124755,4607981,1
1422432,2547819,0
1422432,1433075,1
400923,2298034,0
400923,1866569,1
466667,1662224,0
466667,2472892,1
604556,4301248,0
604556,1792316,1
4565414,2992872,0
4565414,1325133,1
3813195,4114204,0
3813195,4334275,1
1341129,3205052,0
1341129,2981537,1
3924715,4420428,0
3924715,4811031,1
4060354,3153272,0
4060354,3651891,1
1047991,4456099,0
1047991,2059575,1
748701,509073,0
748701,1704363,1
4629600,179376,0
4629600,275059,1
525570,2346275,0
525570,2794811,1
2572933,2237348,0
2572933,1679934,1
3488077,2480465,0
3488077,2768371,1
4098355,3629501,0
4098355,4236958,1
4375756,2340959,0
4375756,424769,1
2862684,2523850,0
2862684,582140,1
4731417,1370202,0
4731417,2294081,1
4675529,2107307,0
4675529,2403434,1
4170094,4429591,0
4170094,1037472,1
4140712,3090234,0
4140712,3165459,1
1062390,1000213,0
1062390,4797818,1
225198,3660228,0
225198,4725824,1
3527550,4522266,0
3527550,433459,1
797224,1036060,0
797224,4592122,1
3995855,1582538,0
3995855,3494785,1
363492,760127,0
363492,1556337,1
1969903,3069839,0
1969903,2935397,1
3280071,1205051,0
3280071,4417521,1
3606354,4777212,0
3606354,4035850,1
4589910,4010036,0
4589910,2339782,1
4205408,2234650,0
4205408,3403497,1
3911503,1763688,0
3911503,3312443,1
3362378,2954147,0
3362378,2321696,1
4130930,1092839,0
4130930,3269181,1
4653007,4563189,0
4653007,4727348,1
486205,3559410,0
486205,361802,1
2712999,4024416,0
2712999,414203,1
14652,2680095,0
14652,4209543,1
3988578,1532724,0
3988578,88486,1
3565760,3377964,0
3565760,858343,1
816931,825670,0
816931,4823980,1
3237745,272021,0
3237745,1525791,1
771702,2667177,0
771702,4463153,1
1855551,740616,0
1855551,2510414,1
3222794,4266362,0
3222794,65928,1
3166566,565517,0
3166566,1782230,1
3534637,3412860,0
3534637,3241251,1
1659872,313142,0
1659872,1516101,1
4716722,4283588,0
4716722,3219524,1
366241,2510058,0
366241,1686459,1
1311307,3365110,0
1311307,611927,1
352768,624811,0
352768,2890380,1
1743193,2339986,0
1743193,92344,1
3963281,4291340,0
3963281,3639347,1
2423803,4756096,0
2423803,2950428,1
2262193,903300,0
2262193,4577605,1
2965475,4079372,0
2965475,4716722,1
3174202,125160,0
3174202,3219524,1
4169778,494570,0
4169778,4170916,1
3593666,2051616,0
3593666,246973,1
623364,1104395,0
623364,1645222,1
2677334,1671740,0
2677334,1694838,1
3019972,2168478,0
3019972,2574058,1
682715,3122024,0
682715,435064,1
1559783,2925579,0
1559783,2023229,1
4110535,313152,0
4110535,702401,1
2066597,647170,0
2066597,283997,1
3329658,4023208,0
3329658,2712951,1
4133029,2707714,0
4133029,2201803,1
1286085,2225866,0
1286085,4406921,1
3123639,2880051,0
3123639,3184555,1
1343804,1137928,0
1343804,2380178,1
375474,2269974,0
375474,4520863,1
1432650,1636684,0
1432650,4093466,1
4681143,4093673,0
4681143,142477,1
4142495,3854951,0
4142495,1362179,1
615890,3294034,0
615890,1861462,1
1436668,2795691,0
1436668,1156527,1
3395853,4388472,0
3395853,3593423,1
695458,3246944,0
695458,2971998,1
2753499,2496558,0
2753499,334138,1
2408781,277341,0
2408781,3653270,1
2785182,2464298,0
2785182,4153502,1
4592662,2869108,0
4592662,1684368,1
2876617,4449508,0
2876617,1609355,1
3816962,2550417,0
3816962,3959590,1
4450642,4352169,0
4450642,3678941,1
2332330,2664578,0
2332330,944271,1
1910777,302149,0
1910777,1964095,1
3119857,3835915,0
3119857,2744745,1
356553,2500463,0
356553,3902869,1
1995802,1718276,0
1995802,46697,1
3316706,4138310,0
3316706,2474506,1
1156266,3048387,0
1156266,834411,1
2647478,3975262,0
2647478,2150173,1
2798804,749203,0
2798804,4708123,1
2557201,2161165,0
2557201,3403858,1
3329717,863199,0
3329717,2969895,1
3305062,1068612,0
3305062,3661477,1
3514907,1525452,0
3514907,65928,1
2539460,1448205,0
2539460,83784,1
4638388,4249133,0
4638388,4590954,1
2097223,4723901,0
2097223,3438576,1
2399134,774030,0
2399134,4626681,1
1767479,3237142,0
1767479,2995716,1
4299705,3481798,0
4299705,542371,1
80080,3286496,0
80080,4014551,1
4111609,4139391,0
4111609,3741259,1
648920,1406829,0
648920,2432519,1
4531017,4789557,0
4531017,1255441,1
3542727,806271,0
3542727,1549562,1
1834084,3148697,0
1834084,3545557,1
3124291,3540981,0
3124291,1573604,1
1079257,4432525,0
1079257,2942637,1
1907579,18568,0
1907579,4642519,1
2885592,3285478,0
2885592,2112365,1
3220070,675701,0
3220070,2875028,1
1036596,1977622,0
1036596,1534362,1
830605,2911980,0
830605,4779065,1
1336304,2172445,0
1336304,1373650,1
1196738,4507051,0
1196738,892601,1
2434218,4730123,0
2434218,3090449,1
4364522,2496497,0
4364522,4493181,1
41598,95100,0
41598,2068253,1
1802072,1396618,0
1802072,3671121,1
544080,602400,0
544080,2200780,1
2217245,1913778,0
2217245,3645599,1
2886881,420180,0
2886881,3638272,1
497234,1849004,0
497234,4103612,1
3319826,383842,0
3319826,832576,1
2618835,3797365,0
2618835,581945,1
855111,3661312,0
855111,560083,1
2781299,506776,0
2781299,4421155,1
2206931,56015,0
2206931,2158817,1
3422950,3401843,0
3422950,352551,1
3575710,229644,0
3575710,2688214,1
1130958,3528536,0
1130958,2521493,1
4851400,606218,0
4851400,3375008,1
2632027,112757,0
2632027,3512933,1
762319,3301156,0
762319,3902393,1
1819017,245541,0
1819017,3056454,1
1031168,1697973,0
1031168,2494458,1
4450291,1257828,0
4450291,587768,1
2393693,2665901,0
2393693,659496,1
1840197,3249927,0
1840197,3589006,1
2921126,757422,0
2921126,1608652,1
4666085,431944,0
4666085,688982,1
2421038,3552839,0
2421038,1579156,1
1781920,263855,0
1781920,2135933,1
1853437,276720,0
1853437,2391383,1
2427353,1983731,0
2427353,4535723,1
4695711,1022399,0
4695711,1102748,1
2390105,1202516,0
2390105,482603,1
3000020,3311437,0
3000020,802538,1
1131765,1208298,0
1131765,4855230,1
3551797,1925333,0
3551797,670587,1
2733879,1054263,0
2733879,4029686,1
2151267,940308,0
2151267,4774951,1
473533,1063321,0
473533,1469754,1
2202731,3471760,0
2202731,4361058,1
855867,4130766,0
855867,4559045,1
147163,642780,0
147163,1723494,1
4355667,1205082,0
4355667,1929085,1
2928945,4383960,0
2928945,2962391,1
2018827,134360,0
2018827,3185258,1
3579221,1462085,0
3579221,2739398,1
1800242,4732672,0
1800242,2221480,1
569273,2579055,0
569273,2608480,1
2543703,1909370,0
2543703,3637978,1
552309,4610787,0
552309,2481553,1
2381018,1227247,0
2381018,2573838,1
2481553,4118228,0
2481553,1175328,1
2518507,1810494,0
2518507,2710040,1
4345222,2291283,0
4345222,1414922,1
1509682,4051279,0
1509682,1425743,1
181238,1416013,0
181238,3996952,1
3947825,2015684,0
3947825,2854881,1
969398,2067989,0
969398,1260005,1
1863337,4483062,0
1863337,3123459,1
1355286,2986580,0
1355286,2586149,1
4016796,2943127,0
4016796,1556337,1
1905513,670163,0
1905513,4744892,1
2453598,960386,0
2453598,4742742,1
3818538,3116906,0
3818538,4345608,1
134515,2811706,0
134515,2798804,1
4464777,2069449,0
4464777,3638272,1
1499177,4567805,0
1499177,1733779,1
4473438,4579256,0
4473438,4498157,1
2992548,2983978,0
2992548,4770026,1
3334360,4504629,0
3334360,1210173,1
4125527,1413871,0
4125527,4086392,1
2907769,2840711,0
2907769,3523036,1
2477256,503126,0
2477256,527339,1
2482804,4285040,0
2482804,3068356,1
4288795,1732732,0
4288795,3440343,1
1926236,2686370,0
1926236,2800593,1
3997672,569229,0
3997672,926752,1
1704222,1272981,0
1704222,2531432,1
2783791,2975761,0
2783791,4426843,1
4739361,4353327,0
4739361,251293,1
1836049,816596,0
1836049,2044302,1
1229989,2467834,0
1229989,4291486,1
784051,2008853,0
784051,721665,1
2659272,2102026,0
2659272,3036437,1
2136504,890909,0
2136504,2040671,1
3178233,2387998,0
3178233,1017304,1
644301,1134392,0
644301,1803563,1
627853,1404748,0
627853,2051886,1
1709869,1806465,0
1709869,1107741,1
1378710,275385,0
1378710,4224927,1
2436781,4183926,0
2436781,2096779,1
1179624,130749,0
1179624,2073434,1
3719535,4780880,0
3719535,1377,1
3981790,3822548,0
3981790,3579210,1
2851923,3680926,0
2851923,376665,1
4296372,4176732,0
4296372,1838271,1
1571500,4783716,0
1571500,1079053,1
499414,146271,0
499414,2751280,1
3517464,2949531,0
3517464,3551878,1
311390,1858133,0
311390,4753266,1
4135389,529761,0
4135389,624924,1
92906,436124,0
92906,1462500,1
3585757,4622109,0
3585757,4855409,1
1163700,4037800,0
1163700,4157653,1
4760625,3875706,0
4760625,1646004,1
2278719,2482452,0
2278719,815517,1
2651972,129587,0
2651972,3378588,1
1402781,4090956,0
1402781,2446174,1
2142892,775909,0
2142892,3322044,1
62950,4445109,0
62950,3426715,1
860993,349216,0
860993,3399044,1
24397,2051516,0
24397,2775609,1
931242,1653508,0
931242,537692,1
4072661,2614895,0
4072661,2349107,1
1643435,3733207,0
1643435,2621765,1
1884787,2207820,0
1884787,4474349,1
2185765,1553104,0
2185765,2739716,1
4646401,1834201,0
4646401,959867,1
1773894,1897003,0
1773894,4542601,1
2153788,4530503,0
2153788,3921730,1
2858542,1264494,0
2858542,2094132,1
3138602,3537617,0
3138602,467195,1
3392360,116717,0
3392360,3454055,1
564904,3608368,0
564904,455139,1
4210860,2183679,0
4210860,4085787,1
3381652,2441390,0
3381652,857139,1
2454449,384531,0
2454449,3177663,1
2942637,3064933,0
2942637,4368766,1
4281128,1873844,0
4281128,3075881,1
1664495,2836909,0
1664495,1063123,1
236836,275384,0
236836,31249,1
267722,1687620,0
267722,3815992,1
2676399,2333713,0
2676399,2740241,1
3746451,3518328,0
3746451,2278935,1
1144523,3392538,0
1144523,2045729,1
4647448,2968161,0
4647448,4522627,1
896299,3736729,0
896299,4135599,1
1279997,3837579,0
1279997,1036560,1
4054318,3026829,0
4054318,396561,1
1483385,4660457,0
1483385,1945333,1
993735,510548,0
993735,377919,1
3550346,4659621,0
3550346,3250703,1
3601266,516935,0
3601266,2012431,1
3862644,1666169,0
3862644,1842968,1
4791731,4057985,0
4791731,546559,1
579196,2884478,0
579196,2279494,1
4421155,4258007,0
4421155,3462808,1
4291525,2488398,0
4291525,2172002,1
2742808,1345805,0
2742808,4781573,1
1099489,2878143,0
1099489,3176728,1
2083266,728407,0
2083266,4253538,1
4364979,2533754,0
4364979,119775,1
4402595,2016966,0
4402595,1945087,1
1583869,2898198,0
1583869,272888,1
4807248,3145323,0
4807248,686617,1
2113984,2556033,0
2113984,3761939,1
3690171,2156575,0
3690171,3867774,1
1755086,912171,0
1755086,4591444,1
1831296,1082745,0
1831296,4270051,1
4384195,1438034,0
4384195,3553621,1
3179820,4137728,0
3179820,2400556,1
1339777,1565050,0
1339777,1575009,1
1556337,324220,0
1556337,3225519,1
3612274,1442907,0
3612274,716164,1
4635499,166154,0
4635499,803320,1
1291645,501923,0
1291645,2339156,1
453639,2964891,0
453639,3370963,1
4408757,4157107,0
4408757,1495588,1
183132,155580,0
183132,3662658,1
4077079,1157636,0
4077079,892512,1
4322655,310732,0
4322655,3369338,1
510477,4238130,0
510477,3144428,1
2054931,3011671,0
2054931,2781299,1
3859368,4861965,0
3859368,1821458,1
4191678,194868,0
4191678,2768125,1
1584945,3933631,0
1584945,1955815,1
24546,2578870,0
24546,1671810,1
309729,3296614,0
309729,2015080,1
1054873,352421,0
1054873,3816073,1
1655138,1957369,0
1655138,2596741,1
2522518,2342331,0
2522518,1385163,1
3912594,2034285,0
3912594,2713394,1
3703141,336042,0
3703141,2695255,1
2202419,637650,0
2202419,4545778,1
4632897,526312,0
4632897,1276289,1
859039,2638995,0
859039,3608673,1
2638573,288442,0
2638573,4347654,1
372345,4155263,0
372345,843211,1
2392635,1514241,0
2392635,1337853,1
434016,444618,0
434016,1247107,1
2442398,3630245,0
2442398,2513352,1
2307351,4797011,0
2307351,4808672,1
2691855,1154229,0
2691855,4140036,1
2826574,782607,0
2826574,983843,1
2286674,4137295,0
2286674,3132939,1
4625914,1483287,0
4625914,4552408,1
3511870,2391078,0
3511870,4351124,1
1628377,3914522,0
1628377,2569838,1
4014826,45812,0
4014826,3845584,1
4344646,1780454,0
4344646,1553894,1
4784726,1117681,0
4784726,3270717,1
2066206,3443042,0
2066206,3690171,1
4173567,296229,0
4173567,2650189,1
832432,2180859,0
832432,3387402,1
33563,3578261,0
33563,2966674,1
1320944,184643,0
1320944,1636060,1
1683646,913398,0
1683646,4394140,1
648904,1677286,0
648904,4786397,1
4404761,2314444,0
4404761,3317433,1
2638491,1248528,0
2638491,331598,1
2783057,4032806,0
2783057,1726555,1
3031240,1847713,0
3031240,2749188,1
1357867,2538787,0
1357867,2128716,1
14861,4752665,0
14861,4660687,1
676595,294247,0
676595,4551471,1
31510,3776043,0
31510,3794521,1
207140,3870977,0
207140,4677105,1
2701304,1763468,0
2701304,4727207,1
4067557,3347592,0
4067557,2674716,1
2503056,490806,0
2503056,4853234,1
2504390,3355293,0
2504390,2750010,1
2577869,4693851,0
2577869,4676821,1
1035981,4458557,0
1035981,2648959,1
4147530,2482846,0
4147530,1056613,1
4175120,954721,0
4175120,4205408,1
955056,3260805,0
955056,2805590,1
774221,4349967,0
774221,3723859,1
2436380,2563122,0
2436380,220699,1
1736555,1911231,0
1736555,4035655,1
3936176,3302376,0
3936176,2260014,1
804611,217906,0
804611,4142641,1
2615064,3257710,0
2615064,4144834,1
1500491,1434905,0
1500491,4621260,1
2051342,444174,0
2051342,2043393,1
3725182,4662999,0
3725182,4711305,1
951183,4828896,0
951183,344874,1
2760051,4310499,0
2760051,2915047,1
3660889,962462,0
3660889,3675120,1
753076,2871124,0
753076,1999600,1
1841651,1542709,0
1841651,2657382,1
2305948,1893250,0
2305948,708440,1
1315483,4282299,0
1315483,3031503,1
2652639,231506,0
2652639,751729,1
4055858,3377133,0
4055858,445996,1
3317623,2014026,0
3317623,3571584,1
2597909,1044611,0
2597909,3501482,1
2908511,2511167,0
2908511,797583,1
4616807,2058989,0
4616807,602586,1
2289809,1288815,0
2289809,2187320,1
4260267,2639055,0
4260267,1819942,1
4131768,850354,0
4131768,3412160,1
4184779,215362,0
4184779,4205160,1
1939437,2750686,0
1939437,3420449,1
600163,1062720,0
600163,3777530,1
4093842,4788436,0
4093842,3944761,1
1670862,2807741,0
1670862,3787278,1
4319287,3642058,0
4319287,426285,1
2694803,4013342,0
2694803,2333880,1
2761957,2796697,0
2761957,2148649,1
2801302,3275767,0
2801302,1009793,1
1917899,2166616,0
1917899,804611,1
4823901,3462547,0
4823901,4783880,1
1518778,1750160,0
1518778,2620089,1
2631346,2141730,0
2631346,1119777,1
3487259,3987748,0
3487259,338970,1
1298248,927902,0
1298248,4119701,1
1471385,658725,0
1471385,3574703,1
2428551,3498020,0
2428551,1435856,1
3609792,4501827,0
3609792,2057259,1
3554339,498004,0
3554339,576919,1
1138792,3945100,0
1138792,174862,1
2412586,4578516,0
2412586,2338292,1
4506715,878260,0
4506715,754525,1
3299016,3226185,0
3299016,4523432,1
3319620,219530,0
3319620,1877924,1
112145,1885049,0
112145,2365226,1
141934,4528518,0
141934,3956129,1
857872,1097341,0
857872,3494785,1
3488429,1378581,0
3488429,4331446,1
3974106,2083259,0
3974106,4567333,1
3561005,2247341,0
3561005,2586450,1
2460049,8622,0
2460049,3771670,1
2701059,3394022,0
2701059,2645859,1
3246928,1743714,0
3246928,1400221,1
4201715,3075644,0
4201715,2487862,1
3091232,2974901,0
3091232,1954040,1
220699,1963111,0
220699,2684898,1
4238217,1586719,0
4238217,1784075,1
1183849,2374723,0
1183849,821163,1
857201,1903486,0
857201,1643396,1
2887785,1921540,0
2887785,1039769,1
3469653,2323013,0
3469653,1833867,1
1255199,46175,0
1255199,2954352,1
4228716,2863685,0
4228716,468534,1
3730254,1873206,0
3730254,3351452,1
457909,2127718,0
457909,94576,1
1237063,285691,0
1237063,3264508,1
2431513,4307741,0
2431513,1575459,1
1145247,3388545,0
1145247,3504611,1
3382479,3735289,0
3382479,4642496,1
2950326,1685131,0
2950326,4032789,1
4479581,4242695,0
4479581,4738916,1
630220,739821,0
630220,4643403,1
1700011,1777171,0
1700011,1097679,1
2025305,134885,0
2025305,4087474,1
321169,2857943,0
321169,2688019,1
3690780,4827038,0
3690780,2467847,1
1175288,2573467,0
1175288,2804074,1
6679,3629276,0
6679,699434,1
2158267,3169896,0
2158267,2465665,1
1855437,1619047,0
1855437,3381271,1
4619541,1900712,0
4619541,2111067,1
922827,3381577,0
922827,2328967,1
3660528,2761048,0
3660528,4107206,1
1301590,271150,0
1301590,3503273,1
4411796,1758532,0
4411796,1664895,1
1393976,4538696,0
1393976,4505546,1
3802696,912099,0
3802696,2105773,1
2172253,4813197,0
2172253,4771682,1
1424221,723593,0
1424221,2849751,1
1417425,4215222,0
1417425,4733759,1
4189653,2806473,0
4189653,3957027,1
3476834,2246727,0
3476834,4186985,1
3646574,1339839,0
3646574,2399134,1
1194256,256998,0
1194256,2093169,1
4348977,1109622,0
4348977,3536667,1
3384074,1574845,0
3384074,4570932,1
3944761,3330660,0
3944761,2246339,1
4205424,1264528,0
4205424,3708562,1
4426843,4790923,0
4426843,2442158,1
4077562,4747087,0
4077562,2456653,1
1663945,1979309,0
1663945,4782981,1
4638689,1772412,0
4638689,4798682,1
1125391,3472921,0
1125391,2710040,1
4841614,2344880,0
4841614,2940400,1
1441000,2633901,0
1441000,2580216,1
953297,3743553,0
953297,965075,1
2915097,1051527,0
2915097,534314,1
2773276,3461483,0
2773276,3247281,1
2855917,1578322,0
2855917,1229716,1
540049,4720790,0
540049,900183,1
1778939,215344,0
1778939,4400421,1
4542877,233731,0
4542877,79011,1
3852708,3060000,0
3852708,4153312,1
3538667,1557289,0
3538667,584633,1
4195951,4205005,0
4195951,1942595,1
3482725,2305507,0
3482725,607132,1
830708,1873840,0
830708,2158480,1
4121414,3413702,0
4121414,2970688,1
1244084,1925855,0
1244084,4058466,1
2354581,3598281,0
2354581,3191428,1
1037213,533958,0
1037213,339013,1
295467,2071781,0
295467,2127840,1
3564295,4724508,0
3564295,1816331,1
4289878,3722683,0
4289878,3454055,1
4114552,956054,0
4114552,1914316,1
1820305,1934076,0
1820305,3013992,1
4458957,4407997,0
4458957,1327376,1
4818087,1744978,0
4818087,2153788,1
41600,488328,0
41600,2498087,1
4218893,1445823,0
4218893,4022198,1
4755637,577270,0
4755637,3392203,1
207214,849690,0
207214,2301059,1
3143946,3376212,0
3143946,4284919,1
4329398,3598600,0
4329398,2100685,1
3468158,1389480,0
3468158,3249468,1
4445403,2490001,0
4445403,2883046,1
1083738,4812090,0
1083738,4368212,1
3582961,3228458,0
3582961,3778721,1
3169919,3117542,0
3169919,2234061,1
2671123,1414121,0
2671123,614472,1
397096,368506,0
397096,3287002,1
2587392,4089212,0
2587392,2399861,1
1402532,366307,0
1402532,4523361,1
3469158,4508507,0
3469158,810607,1
2621271,3323083,0
2621271,2580864,1
3132680,2313749,0
3132680,1388590,1
241332,657165,0
241332,3450266,1
3648946,749337,0
3648946,1244084,1
1513384,1820809,0
1513384,2286839,1
736567,416655,0
736567,3358799,1
1256917,4667373,0
1256917,4369554,1
3519021,2631541,0
3519021,3671121,1
1930625,2512813,0
1930625,110556,1
2532884,1200888,0
2532884,4585637,1
775759,1252751,0
775759,1471685,1
2844498,2478699,0
2844498,876554,1
1269032,2753029,0
1269032,1100715,1
3167388,2177871,0
3167388,3485095,1
3940873,4776284,0
3940873,2731446,1
1919631,4856002,0
1919631,3264096,1
2426489,874156,0
2426489,4777711,1
3501482,4768152,0
3501482,2439573,1
687486,1085599,0
687486,149060,1
4743856,606469,0
4743856,4503709,1
1115109,4554125,0
1115109,1920849,1
4857533,34916,0
4857533,4487544,1
3850588,3097439,0
3850588,1585169,1
4710933,2241721,0
4710933,186066,1
1502972,2927775,0
1502972,3692311,1
1251442,4328193,0
1251442,4448346,1
4594565,2162414,0
4594565,1032034,1
4753266,1058455,0
4753266,3208160,1
2285106,1866825,0
2285106,2083120,1
3933436,696498,0
3933436,2324447,1
230192,827513,0
230192,123587,1
2699407,1641994,0
2699407,301754,1
2851916,2063138,0
2851916,4735067,1
4668622,4341076,0
4668622,3448325,1
4301309,183347,0
4301309,4418699,1
3740149,3605450,0
3740149,3418600,1
4369028,1128499,0
4369028,11923,1
2967420,4806041,0
2967420,2942637,1
3503636,4754820,0
3503636,2654333,1
972386,2754076,0
972386,4256581,1
4644819,870703,0
4644819,3413911,1
4386011,1822449,0
4386011,3016806,1
2476800,3004031,0
2476800,2702681,1
4638586,2116818,0
4638586,3182383,1
119819,1572504,0
119819,3688409,1
1493154,1832410,0
1493154,3280389,1
946157,695225,0
946157,4341581,1
2442158,935657,0
2442158,1624799,1
4368986,4720262,0
4368986,3745124,1
3051212,463867,0
3051212,4612165,1
623423,2837845,0
623423,2278935,1
3290856,1687070,0
3290856,2407341,1
267404,4391147,0
267404,2056467,1
4398275,4537889,0
4398275,170860,1
4006577,1889575,0
4006577,1403769,1
3785097,3876335,0
3785097,2064359,1
1946674,4827890,0
1946674,2657284,1
2885086,2356926,0
2885086,4538116,1
3224248,4321232,0
3224248,2973089,1
3903668,1590575,0
3903668,1884318,1
361773,4415786,0
361773,2715255,1
1579570,1688027,0
1579570,3789292,1
1982191,2315412,0
1982191,1524406,1
3926490,1764529,0
3926490,2369454,1
666288,728721,0
666288,329005,1
4278684,4259826,0
4278684,1773896,1
2462036,3824628,0
2462036,3465128,1
4279016,3344790,0
4279016,4635499,1
1568533,3361503,0
1568533,1514724,1
2708157,3867199,0
2708157,1315946,1
958593,3251536,0
958593,349136,1
4468935,3790969,0
4468935,1245322,1
2246339,819381,0
2246339,3611127,1
2617120,3540975,0
2617120,2280501,1
4040467,1468798,0
4040467,1997801,1
850129,867249,0
850129,2119724,1
3604304,3905763,0
3604304,4111201,1
4273127,210390,0
4273127,2278935,1
4363914,3385589,0
4363914,187107,1
4648115,766275,0
4648115,2508588,1
2763282,2315173,0
2763282,3738380,1
4247115,3838772,0
4247115,4142086,1
3305110,1379984,0
3305110,2537144,1
2630160,1109289,0
2630160,4318971,1
4156426,517676,0
4156426,2680378,1
849756,1193038,0
849756,3014115,1
3291693,2688131,0
3291693,1641288,1
1208549,523321,0
1208549,3373446,1
4590807,1069528,0
4590807,4746936,1
3883558,898593,0
3883558,3223249,1
3980547,630993,0
3980547,2554186,1
4784674,4000180,0
4784674,1366913,1
4497461,1632324,0
4497461,2955357,1
2341040,4214054,0
2341040,2226430,1
501823,3897935,0
501823,3210349,1
4337884,3757695,0
4337884,3832385,1
4125838,396384,0
4125838,1827288,1
1774073,1266165,0
1774073,2151267,1
3634614,4800737,0
3634614,2563310,1
4739175,383888,0
4739175,2504390,1
687024,3978044,0
687024,2230522,1
2654633,2011456,0
2654633,1195651,1
1644726,960508,0
1644726,4839626,1
65198,1660094,0
65198,2912804,1
1417255,4640066,0
1417255,160338,1
4488963,1539293,0
4488963,2932519,1
4850137,2591286,0
4850137,1273412,1
1191020,2228871,0
1191020,3034711,1
4079090,2058694,0
4079090,391415,1
2197063,4126349,0
2197063,4759869,1
3696781,2513901,0
3696781,4480982,1
3410500,3329246,0
3410500,4168110,1
3114060,3359191,0
